one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,N,0,0,N,0.0,54,1,Y,Y,,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,HERITAGE HALL  FRONT ROYAL,N,N,Y,Y,Warren,Y,0,Y,0,0,400 WEST STRASBURG ROAD,N,22630,Y,495301,60,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,FRONT ROYAL
Y,N,0,0,N,0.0,59,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,SENTARA NURSING AND REHAB CENTER-WINDERMERE,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1604 OLD DONATION PKWY,N,23454,Y,495392,90,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,VIRGINIA BEACH
N,N,2,0,N,0.0,31,0,Y,Y,N,,Y,N,Y,0,,0,0,11,Y,N,Y,0.0,THE NEWPORT,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,11141 WARWICK BLVD,N,23601,Y,495368,60,13,0,0,0,Y,10,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,NEWPORT NEWS
Y,N,12,0,N,275.9,29,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,275.9,ASHBY PONDS INC,Y,N,Y,Y,Loudoun,Y,1,Y,8,0,21160 MAPLE BRANCH TERRACE,N,20147,Y,495416,44,0,0,0,10,Y,8,VA,N,,Y,N,,8,Y,2020/06/21 00:00:00,100.0,ASHBURN
Y,Y,0,0,N,0.0,15,0,Y,Y,N,,N,N,Y,0,,0,0,5,Y,Y,Y,0.0,SUMMIT SQUARE,Y,N,Y,Y,Waynesboro City,Y,0,Y,0,0,501 OAK AVENUE,N,22980,Y,495405,18,1,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,WAYNESBORO
Y,N,0,0,N,0.0,81,1,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,DOCKSIDE HEALTH & REHAB CENTER,Y,N,Y,Y,Middlesex,Y,0,Y,0,0,74 MIZPAH ROAD,N,23092,Y,495422,94,0,0,0,0,Y,4,VA,N,,Y,N,,0,N,2020/06/21 00:00:00,,LOCUST HILL
Y,N,3,0,N,65.2,46,1,Y,Y,N,,N,N,Y,0,,2,1,0,Y,Y,Y,87.0,ACCORDIUS HEALTH AT COURTLAND,Y,N,Y,Y,Southampton,Y,0,Y,3,1,23020 MAIN STREET,N,23837,Y,495296,90,5,0,1,1,Y,7,VA,N,,Y,N,,4,Y,2020/06/21 00:00:00,75.0,COURTLAND
Y,N,1,1,N,0.0,177,1,Y,Y,N,,Y,N,Y,0,,0,0,18,Y,Y,Y,0.0,THE GARDENS AT WARWICK FOREST,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,1000 OLD DENBEIGH BOULEVARD,N,23602,Y,495071,209,9,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,NEWPORT NEWS
Y,N,0,0,N,0.0,16,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,N,Y,0.0,HARBOR'S EDGE,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,ONE COLLEY AVENUE,N,23510,Y,495395,33,0,0,0,0,Y,9,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,32,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,Y,N,Y,Y,Wise,Y,0,Y,0,0,"310 THIRD STREET,  NE",N,24273,Y,495374,44,1,1,0,0,Y,0,VA,N,,Y,N,,0,N,2020/06/28 00:00:00,,NORTON
Y,N,2,0,Y,12.0,83,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,24.1,SENTARA MEADOWVIEW TERRACE,Y,N,Y,Y,Mecklenburg,Y,0,Y,1,0,184 BUFFALO ROAD,N,23927,Y,495379,168,2,0,0,1,Y,2,VA,Y,,Y,Y,,2,Y,2020/06/21 00:00:00,50.0,CLARKSVILLE
Y,N,1,0,N,44.0,91,4,Y,Y,N,,Y,N,Y,9,,0,4,0,Y,Y,Y,241.8,LIFE CARE CENTER OF NEW MARKET,Y,N,Y,Y,Shenandoah,Y,0,Y,4,0,315 EAST LEE HIGHWAY,Y,22844,Y,495139,118,17,0,1,1,Y,16,VA,N,,Y,N,,22,Y,2020/07/05 00:00:00,18.2,NEW MARKET
Y,Y,0,0,N,0.0,55,0,N,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE SPRINGS NURSING CENTER,N,N,Y,Y,Bath,Y,0,Y,0,0,167 SPRING STREET,N,24445,Y,495220,60,0,0,0,0,Y,1,VA,N,,Y,N,,0,N,2020/07/05 00:00:00,,HOT SPRINGS
Y,N,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"VMRC, COMPLETE LIVING CARE",Y,N,Y,Y,Rockingham,Y,0,Y,0,0,1475 VIRGINIA AVENUE,N,22802,Y,495385,120,0,0,0,1,Y,3,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,HARRISONBURG
Y,Y,1,0,N,40.0,50,1,Y,Y,N,,Y,N,Y,0,,0,0,14,Y,Y,Y,340.0,GREENSVILLE HEALTH AND REHABILITATION CENTER,N,N,Y,Y,Emporia City,Y,3,Y,2,0,214 WEAVER AVE,N,23847,Y,495199,65,13,1,0,10,Y,3,VA,N,,Y,N,,17,Y,2020/06/21 00:00:00,11.8,EMPORIA
Y,N,0,1,N,0.0,50,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,0.0,THE WOODLANDS HEALTH AND REHAB CENTER,Y,N,Y,Y,Alleghany,Y,1,Y,0,0,1000 FAIRVIEW HEIGHTS,N,24422,Y,495360,60,0,0,0,1,Y,3,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,CLIFTON FORGE
Y,N,0,5,N,0.0,79,2,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,0.0,RADFORD HEALTH AND REHAB CENTER,N,N,Y,Y,Radford City,Y,0,Y,0,0,700 RANDOLPH STREET,N,24141,Y,495355,90,1,1,0,0,Y,3,VA,N,,Y,Y,,0,Y,2020/05/31 00:00:00,,RADFORD
Y,N,0,0,N,0.0,144,4,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,LAKE TAYLOR HOSP,Y,,Y,Y,Norfolk City,Y,0,Y,0,0,1309 KEMPSVILLE RD,,23502,Y,495117,192,0,0,0,0,Y,4,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,NORFOLK
,,,,,,,,,Y,,,,,,,,,,,,,,,MOUNT VERNON HEALTHCARE CENTER,,,,,Fairfax,N,,,,,8111 TISWELL DRIVE,,22306,,495211,,,,,,,,VA,,,,,,,,2020/06/21 00:00:00,,ALEXANDRIA
Y,Y,12,0,N,56.3,71,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,605.6,MANORCARE HEALTH SERVICES-ALEXANDRIA,Y,N,Y,Y,Fairfax,Y,0,Y,4,0,1510 COLLINGWOOD ROAD,N,22308,Y,495011,96,1,0,0,17,Y,6,VA,N,,Y,N,,43,Y,2020/07/26 00:00:00,9.3,ALEXANDRIA
Y,N,1,0,N,20.4,98,0,Y,Y,N,,Y,N,Y,2,,0,0,8,Y,Y,Y,112.2,MANASSAS HEALTH AND REHAB CENTER,Y,N,Y,Y,Manassas City,Y,0,Y,2,0,8575 RIXLEW LANE,Y,20109,Y,495038,120,24,1,1,0,Y,3,VA,N,,Y,N,,11,Y,2020/06/07 00:00:00,18.2,MANASSAS
Y,N,0,0,N,0.0,92,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ALLEGHANY HEALTH AND REHAB,Y,N,Y,Y,Clifton Forge City,Y,0,Y,0,0,1725 MAIN STREET,N,24422,Y,495141,105,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,CLIFTON FORGE
,,,,,,,,,N,,,,,,,,,,,,,,,LITTLE SISTERS OF THE POOR IN RICHMOND,,,,,Henrico,,,,,,1503 MICHAEL ROAD,,23229,,49E151,,,,,,,,VA,,,,,,,,2020/06/28 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,12,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUGUSTA MEDICAL CTR SKILLED CA,Y,N,Y,N,Augusta,Y,0,Y,0,0,78 MEDICAL CENTER DRIVE,N,22939,Y,495214,17,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,FISHERSVILLE
Y,N,0,0,N,0.0,128,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,BROOKSIDE REHAB & NURSING CENTER,N,N,Y,Y,Fauquier,Y,0,Y,0,0,614 HASTINGS LANE,N,20186,Y,495267,130,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,WARRENTON
,,,,,,,,,Y,,,,,,,,,,,,,,,GREENBRIER REGIONAL MEDICAL CENTER,,,,,Chesapeake City,N,,,,,1017 GEORGE WASHINGTON HIGHWAY NORTH,,23323,,495330,,,,,,,,VA,,,,,,,,2020/07/26 00:00:00,,CHESAPEAKE
Y,N,0,0,N,0.0,24,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,KING'S GRANT RETIREMENT COMMUN,Y,N,Y,Y,Martinsville City,Y,1,Y,0,0,350 KING'S WAY ROAD,N,24112,Y,495408,32,0,0,0,2,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,MARTINSVILLE
Y,N,8,0,N,0.0,29,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,344.8,WESTMINSTER AT LAKE RIDGE,Y,N,Y,Y,Prince William,Y,0,Y,0,0,12185 CLIPPER DRIVE,N,22192,Y,495280,60,1,0,0,4,Y,6,VA,N,,Y,N,,10,Y,2020/07/26 00:00:00,0.0,LAKE RIDGE
N,N,6,1,N,73.8,122,0,N,Y,N,,Y,N,N,2,,0,0,8,N,N,Y,139.3,POTOMAC FALLS HEALTH & REHAB CENTER,Y,N,Y,N,Loudoun,Y,1,Y,9,0,46531 HARRY BYRD HIGHWAY,N,20164,Y,495179,150,7,0,0,7,Y,14,VA,N,,N,N,,17,N,2020/07/19 00:00:00,52.9,STERLING
Y,N,0,3,Y,265.0,117,20,Y,Y,N,,Y,Y,Y,19,,0,20,18,Y,Y,Y,743.6,CEDARS HEALTHCARE CENTER,Y,N,Y,Y,Charlottesville City,Y,10,Y,31,0,1242 CEDARS CT,Y,22903,Y,495153,141,78,10,0,47,Y,31,VA,N,,Y,Y,,87,Y,2020/07/26 00:00:00,35.6,CHARLOTTESVILLE
Y,N,0,0,N,0.0,107,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,Y,,Y,Y,Staunton City,Y,0,Y,0,0,1410 NORTH AUGUSTA STREET,,24401,Y,495344,117,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,STAUNTON
Y,N,0,0,N,0.0,140,3,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SIGNATURE HEALTHCARE OF NORFOLK,Y,,Y,Y,Norfolk City,Y,0,Y,0,0,1005 HAMPTON BLVD,,23507,Y,495068,169,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,144,0,Y,Y,,,Y,N,Y,0,,0,0,5,Y,Y,Y,0.0,MONROE HEALTH & REHAB CENTER,N,N,Y,Y,Albermarle,Y,0,Y,0,0,1150 NORTHWEST DRIVE,N,22901,Y,495326,180,2,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,CHARLOTTESVILLE
Y,N,0,1,N,0.0,205,1,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,FRIENDSHIP HEALTH AND REHAB CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,327 HERSHBERGER RD NW,N,24012,Y,495092,253,0,0,0,7,Y,16,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,ROANOKE
Y,Y,0,0,N,0.0,86,2,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,PRINCESS ANNE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1948 LANDSTOWN CENTRE WAY,N,23456,Y,495418,0,6,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,VIRGINIA BEACH
Y,Y,0,0,Y,0.0,133,1,Y,Y,N,,Y,N,Y,1,,0,0,38,Y,Y,Y,67.7,LYNCHBURG HLTH & REHAB CNTR,Y,N,Y,Y,Lynchburg City,Y,2,Y,0,0,5615 SEMINOLE AVENUE,N,24502,Y,495105,180,25,0,0,9,Y,9,VA,N,,Y,Y,,9,Y,2020/07/26 00:00:00,0.0,LYNCHBURG
Y,Y,0,0,N,0.0,148,5,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PARHAM HEALTH CARE & REHAB CEN,Y,,Y,Y,Henrico,Y,0,Y,0,0,2400 E PARHAM ROAD,,23228,Y,495097,0,0,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,16,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,0.0,SUMMIT SQUARE,Y,N,Y,Y,Waynesboro City,Y,0,Y,0,0,501 OAK AVENUE,N,22980,Y,495405,18,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,WAYNESBORO
Y,Y,0,4,N,0.0,89,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,0.0,STANLEYTOWN HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Henry,Y,1,Y,0,0,240 RIVERSIDE DRIVE,N,24055,Y,495216,120,1,0,0,1,Y,7,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,BASSETT
Y,N,0,5,N,0.0,114,0,Y,Y,N,,N,N,Y,0,,0,0,19,Y,Y,Y,0.0,"BRIDGEWATER HOME , INC.",Y,N,Y,Y,Rockingham,Y,1,Y,0,0,302 NORTH SECOND STREET,N,22812,Y,495370,127,9,1,0,3,Y,26,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,BRIDGEWATER
Y,N,0,0,N,0.0,83,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,24.1,CONSULATE HEALTHCARE OF WILLIAMSBURG,N,N,Y,Y,James City,Y,0,Y,0,0,1811 JAMESTOWN ROAD,N,23185,Y,495190,90,7,0,0,0,Y,0,VA,N,,Y,Y,,2,Y,2020/07/05 00:00:00,0.0,WILLIAMSBURG
Y,N,0,0,Y,0.0,78,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,256.4,SKYLINE NURSING & REHABILITATION CENTER,Y,N,Y,Y,Floyd,Y,0,N,0,0,"237 FRANKLIN PIKE ROAD, SE",N,24091,Y,495348,88,1,0,0,0,Y,0,VA,N,,Y,Y,,20,Y,2020/07/12 00:00:00,0.0,FLOYD
Y,N,0,0,N,0.0,51,0,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,WAYLAND NURSING AND REHABILITATION CENTER,Y,N,Y,Y,Charlotte,Y,0,Y,0,0,730 LUNENBURG HIGHW,N,23947,Y,495226,90,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,KEYSVILLE
Y,N,0,1,N,0.0,66,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,N,Y,0.0,SKYLINE TERRACE CONV HOME,N,N,Y,Y,Shenandoah,Y,0,Y,0,0,PO BOX 558,N,22664,Y,49E075,70,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/06/14 00:00:00,,WOODSTOCK
Y,Y,0,0,N,0.0,174,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SITTER AND BARFOOT VETERANS CARE CENTER,Y,N,Y,Y,Richmond City,Y,0,Y,0,0,1601 BROADROCK BLVD,N,23224,Y,495393,200,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,34,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,MOUNTAIN VIEW NURSING HOME,N,N,Y,Y,Madison,Y,0,Y,0,0,1776 ELLY ROAD,N,22709,Y,49E050,40,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,ARODA
Y,N,0,0,Y,0.0,106,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE LAURELS OF CHARLOTTESVILLE,Y,,Y,Y,Albermarle,Y,0,Y,0,0,490 HILLSDALE DRIVE,,22901,Y,495377,120,1,1,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,CHARLOTTESVILLE
Y,Y,2,0,N,0.0,91,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Albermarle,Y,0,Y,0,0,505 WEST RIO ROAD,N,22901,Y,495178,105,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,CHARLOTTESVILLE
Y,N,7,1,N,139.8,93,0,Y,Y,N,,N,N,Y,0,,1,0,40,Y,Y,Y,720.4,CHASE CITY HEALTH AND REHAB CENTER,Y,N,Y,Y,Mecklenburg,Y,0,Y,13,0,5539 HIGHWAY FORTY SEVEN,N,23924,Y,495380,120,48,1,0,27,Y,14,VA,N,,Y,N,,67,Y,2020/07/12 00:00:00,19.4,CHASE CITY
N,N,0,0,Y,0.0,110,0,Y,Y,N,,N,Y,Y,0,,0,0,0,N,Y,Y,0.0,BATTLEFIELD PARK HEALTHCARE CENTER,Y,N,Y,Y,Petersburg City,Y,1,Y,0,0,250 FLANK ROAD,N,23805,Y,495252,120,0,0,0,1,Y,2,VA,N,,Y,Y,,0,Y,2020/07/05 00:00:00,,PETERSBURG
Y,N,1,0,N,0.0,49,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,KENDAL  AT LEXINGTON,N,N,Y,Y,Lexington City,Y,0,Y,0,0,160 KENDAL DRIVE,N,24450,Y,495034,54,13,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,LEXINGTON
Y,N,0,0,N,0.0,137,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL TAZEWELL,N,N,N,Y,Tazewell,Y,0,Y,0,0,282 BEN BOLT AVENUE,N,24651,Y,495152,180,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,TAZEWELL
Y,N,0,1,N,0.0,44,0,Y,Y,,,N,N,Y,0,,0,0,6,Y,Y,Y,0.0,THE CULPEPER,Y,N,Y,Y,Culpeper,Y,0,Y,0,0,12425 VILLAGE LOOP,N,22701,Y,495400,47,23,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,CULPEPER
Y,N,0,4,N,0.0,101,0,Y,Y,N,,Y,N,Y,0,,0,0,24,Y,Y,Y,0.0,ABINGDON HEALTH CARE LLC,Y,N,Y,Y,Washington,Y,0,Y,0,0,15051 HARMONY HILLS LANE,N,24211,Y,495409,120,12,1,0,1,Y,38,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,ABINGDON
Y,Y,3,0,N,108.1,74,0,Y,Y,N,,Y,N,Y,0,,0,0,24,Y,Y,Y,662.2,ACCORDIUS HEALTH AT WAVERLY,Y,N,Y,Y,Sussex,Y,0,Y,8,0,456 E MAIN ST,N,23890,Y,495185,120,0,0,0,59,Y,8,VA,N,,Y,N,,49,Y,2020/07/19 00:00:00,16.3,WAVERLY
Y,N,0,0,N,0.0,87,0,Y,Y,N,,Y,N,Y,0,,0,0,6,Y,Y,Y,0.0,WELLSPRINGS AT AMELIA,Y,N,Y,Y,Amelia,Y,0,Y,0,0,8830 VIRGINIA STREET,N,23002,Y,495358,100,1,0,0,4,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,AMELIA
Y,N,0,0,N,0.0,147,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,LAKE TAYLOR HOSP,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,1309 KEMPSVILLE RD,N,23502,Y,495117,192,0,0,0,0,Y,7,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,NORFOLK
Y,N,0,0,N,20.0,150,11,Y,Y,N,,N,N,Y,39,,0,3,0,Y,Y,Y,260.0,FAIRFAX REHABILITATION AND NURSING CENTER,Y,,Y,Y,Fairfax City,N,27,Y,3,0,10701 MAIN STREET,,22030,Y,495099,200,0,0,0,27,Y,11,VA,N,,Y,N,,39,Y,2020/05/24 00:00:00,7.7,FAIRFAX
Y,N,1,0,Y,0.0,138,1,Y,Y,N,,N,Y,Y,0,,0,0,0,Y,Y,Y,7.2,THE LAURELS OF UNIVERSITY PARK,Y,N,Y,Y,Henrico,Y,0,Y,0,0,2420 PEMBERTON RD,N,23233,Y,495109,,0,0,0,1,Y,11,VA,N,,Y,Y,,1,Y,2020/07/12 00:00:00,0.0,RICHMOND
,,1,0,,148.1,27,0,,N,,,,,,0,,0,0,0,,,,370.4,SEASIDE HHC @ ATLANTIC SHORE,,,,,Virginia Beach City,,0,,4,0,1200 ATLANTIC SHORES DRIVE,,23454,,495324,50,0,0,0,7,,6,VA,,,,,,10,,2020/07/19 00:00:00,40.0,VIRGINIA BEACH
Y,N,0,0,N,0.0,71,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BERRY HILL NURSING HOME,Y,N,Y,Y,Halifax,Y,0,Y,0,0,621 BERRY HILL ROAD,N,24592,Y,495318,120,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,SOUTH BOSTON
Y,N,0,0,N,0.0,88,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT BAY POINTE LLC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1148 FIRST COLONIAL RD,N,23454,Y,495086,112,2,1,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,VIRGINIA BEACH
Y,N,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ROSE HILL HEALTH AND REHAB,Y,N,Y,Y,Clarke,Y,0,Y,0,0,110 CHALMERS COURT,N,22611,Y,495140,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,BERRYVILLE
,,,,,,,,,Y,,,,,,,,,,,,,,,THE VILLAGE AT ORCHARD RIDGE,,,,,Frederick,N,,,,,100 PROCESSION WAY,,22603,,495415,,,,,,,,VA,,,,,,,,2020/06/14 00:00:00,,WINCHESTER
Y,N,13,0,N,109.4,64,2,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,62.5,GREENSPRING VILLAGE,Y,N,Y,Y,Fairfax,Y,0,Y,7,0,7470 SPRING VILLAGE DR,N,22150,Y,495354,92,2,0,0,6,Y,9,VA,N,,Y,N,,4,Y,2020/07/05 00:00:00,175.0,SPRINGFIELD
Y,Y,0,1,N,0.0,160,2,Y,Y,N,,Y,N,Y,0,,0,0,1,N,Y,Y,0.0,CHESAPEAKE HEALTH AND REHABILITATION CENTER,Y,,Y,Y,Chesapeake City,Y,1,Y,0,0,688 KINGSBOROUGH SQUARE,,23320,Y,495108,0,1,1,0,1,N,2,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,CHESAPEAKE
Y,N,0,0,N,0.0,85,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL WISE,N,,N,Y,Wise,Y,0,Y,0,0,9434 COEBURN MOUNTAIN ROAD,,24293,Y,495350,97,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,WISE
Y,N,0,0,N,0.0,112,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,WARREN MEMORIAL HOSP LYNN CARE,Y,N,Y,Y,Warren,Y,0,Y,0,0,1000 SHENANDOAH AVENUE,N,22630,Y,495316,120,1,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,FRONT ROYAL
Y,N,3,0,N,0.0,36,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,27.8,THE HAVEN AT BRANDERMILL WOODS,Y,N,Y,Y,Chesterfield,Y,0,Y,0,0,2100 BRANDERMILL PKWY,N,23112,Y,495183,60,1,1,1,2,Y,2,VA,N,,Y,N,,1,Y,2020/05/31 00:00:00,0.0,MIDLOTHIAN
N,N,1,3,Y,0.0,78,0,Y,Y,N,,Y,N,Y,0,,0,0,7,N,N,Y,0.0,HEARTLAND HEALTH CARE CENTER - LYNCHBURG,Y,N,Y,Y,Lynchburg City,Y,0,N,0,0,2200 LANDOVER PLACE,N,24501,Y,495077,118,0,0,0,5,N,0,VA,N,,Y,Y,,0,N,2020/07/19 00:00:00,,LYNCHBURG
Y,Y,0,0,N,0.0,147,0,Y,Y,N,,Y,N,Y,0,,0,0,30,Y,Y,Y,6.8,LYNCHBURG HLTH & REHAB CNTR,Y,N,Y,Y,Lynchburg City,Y,0,Y,0,0,5615 SEMINOLE AVENUE,N,24502,Y,495105,180,14,0,0,0,Y,5,VA,N,,Y,N,,1,Y,2020/06/28 00:00:00,0.0,LYNCHBURG
